carat,price,x,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.55,1777,5.25,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.52,1369,5.2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.71,3321,5.71,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.0,4452,6.46,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.31,595,4.39,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.52,16628,7.38,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.7,4369,5.69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.91,3665,6.26,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.22,9706,6.97,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1.2,7282,6.92,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.5,1627,5.05,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1.46,8683,7.32,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2.21,14299,8.35,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.34,626,4.44,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.05,3352,6.54,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.73,1699,5.83,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.52,1957,5.18,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2.06,11040,8.1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.51,12108,7.28,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
2.0,10833,7.96,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.11,5015,6.77,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.01,8688,6.45,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.31,942,4.36,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.4,540,4.7,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.51,8067,7.35,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.58,1356,5.4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,4065,6.21,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.3,729,4.44,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.82,2175,5.93,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0.71,2630,5.87,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0.44,694,4.82,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1.05,3828,6.58,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.52,17522,8.72,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.61,1812,5.51,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.4,687,4.65,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.28,481,4.26,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.34,745,4.46,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.42,1040,4.83,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.25,6030,6.89,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.05,4112,6.38,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1.11,3978,6.63,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1.02,8107,6.56,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.81,3422,6.01,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.71,2384,5.72,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
0.3,718,4.34,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.42,1216,4.79,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1.14,7106,6.7,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1.04,4364,6.46,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
0.41,923,4.78,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.83,1863,6.08,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.55,9530,7.54,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.9,3205,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.16,5091,6.73,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.59,1401,5.41,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1.53,9596,7.45,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0.91,3921,6.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.29,664,4.29,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.75,2835,6.04,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.93,4165,6.22,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.12,4570,6.73,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.41,711,4.78,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.56,1408,5.32,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0.45,1297,4.91,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.0,5096,6.4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.57,2047,5.32,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.57,1728,5.35,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.23,5763,6.9,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1.06,6212,6.64,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.52,1576,5.18,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.7,3287,5.64,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.3,658,4.29,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.9,3770,6.14,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
1.2,8796,6.77,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.34,765,4.53,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.73,2246,5.81,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.33,965,4.43,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1.07,6525,6.49,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.4,798,4.71,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.2,8150,6.84,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1.15,4637,6.77,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.31,815,4.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.7,2535,5.74,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.4,760,4.76,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1.01,5416,6.41,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1.2,6282,6.9,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.31,725,4.32,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.27,566,4.2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
1.23,8405,6.77,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0.51,1052,5.2,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.39,919,4.69,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.2,4890,6.95,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.91,4298,6.12,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1.22,6237,6.81,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.27,470,4.13,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0.52,1625,5.19,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.01,7982,6.48,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.3,491,4.28,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.51,10000,7.25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.33,743,4.45,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1.07,8393,6.51,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.61,1614,5.37,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.83,4024,6.05,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.12,4139,6.73,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.78,2379,5.84,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1.61,7695,7.45,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0.27,439,4.19,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0.55,1580,5.28,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.31,698,4.31,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0.4,1106,4.71,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.9,4531,6.22,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.81,3544,5.99,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.32,990,4.35,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.39,1212,4.65,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.34,526,4.54,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.02,5581,6.48,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.23,6817,6.81,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.62,2041,5.55,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1.51,11957,7.32,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.46,1018,4.97,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.9,3484,6.09,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.41,811,4.77,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1.01,5051,6.29,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
1.01,4836,6.34,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.51,1191,5.19,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.41,830,4.83,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.3,552,4.3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.0,5920,6.28,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.01,3280,6.28,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.31,625,4.33,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.31,625,4.32,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.9,4260,6.17,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.46,1049,4.92,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1.51,7847,7.44,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1.14,5003,6.76,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.52,16104,7.48,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.89,3190,6.24,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.42,847,4.82,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.41,689,4.72,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0.9,4681,6.08,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.3,862,4.37,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
0.3,709,4.36,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.4,786,4.65,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.51,8758,7.26,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0.5,1098,5.24,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.32,900,4.42,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.32,886,4.45,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0.43,1129,4.84,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.3,878,4.27,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
2.01,13387,8.32,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.12,4840,6.65,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.32,561,4.42,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.7,2100,5.8,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.03,8469,6.43,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.7,2401,5.84,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.35,5610,7.18,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.38,1267,4.64,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.3,710,4.23,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0.87,4108,6.17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.2,6956,6.76,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.73,13250,7.75,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1.31,4548,7.03,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.44,1090,4.94,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
0.52,1389,5.1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0.35,906,4.6,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.34,637,4.48,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.31,408,4.32,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
1.51,7509,7.72,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.0,5410,6.43,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.9,3567,6.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.33,631,4.43,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.27,470,4.16,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.71,2317,5.7,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.9,3931,6.09,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2.0,15851,8.1,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.51,1125,5.08,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.6,1250,5.58,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1.23,5665,6.72,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.71,2122,5.68,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.03,5366,6.42,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.01,5147,6.66,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.52,1858,5.22,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.9,4846,6.21,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1.21,5091,6.92,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.08,5049,6.51,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1.01,5787,6.45,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.72,2206,5.72,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0.3,911,4.34,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.07,4973,6.62,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.31,558,4.4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1.14,12647,6.63,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
1.2,6518,6.83,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2.28,13919,8.6,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.43,968,4.83,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.0,4234,6.34,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.7,2061,5.71,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.4,945,4.88,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0.42,1216,4.81,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.32,972,4.39,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.55,1367,5.29,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.31,544,4.35,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.32,628,4.42,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.18,5477,6.73,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.3,911,4.35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.54,1260,5.2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1.17,7666,6.81,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.57,1949,5.33,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.3,1013,4.29,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.18,11104,6.77,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.51,2041,5.11,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
2.22,16689,8.34,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.41,961,4.8,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.32,645,4.42,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
2.08,12883,8.16,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.43,1107,4.92,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.53,1830,5.22,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1.2,9169,6.8,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0.8,2484,6.02,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.56,1622,5.33,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.34,596,4.45,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.4,855,4.73,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.2,7367,6.79,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1.51,14482,7.38,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.01,7785,6.38,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.06,7790,6.56,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.51,10553,7.33,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.74,1982,5.91,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1.07,4597,6.58,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.71,3073,5.69,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.77,2896,6.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.79,2871,5.91,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.31,698,4.34,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.31,1034,4.35,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.7,2010,5.9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.9,4580,6.06,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1.7,8505,7.74,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0.5,1368,5.15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.01,7430,6.34,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.7,4362,5.63,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.44,891,4.9,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1.58,10428,7.44,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1.0,4956,6.41,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.32,825,4.4,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.41,1143,4.7,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1.0,6296,6.36,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0.32,561,4.36,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0.57,1608,5.26,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.52,2012,5.16,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.71,2206,5.66,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0.31,707,4.31,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.3,554,4.28,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.52,1292,5.16,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.55,1273,5.26,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1.12,9820,6.7,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
0.84,3596,6.04,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.5,997,5.06,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,6272,6.42,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.18,5182,6.79,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.24,485,3.95,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1.02,6785,6.45,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0.32,756,4.38,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.7,3063,5.79,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1.52,14412,7.29,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.32,491,4.38,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.32,648,4.38,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.4,882,4.67,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.41,827,4.74,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1.04,5070,6.49,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
1.17,5412,6.77,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.36,587,4.58,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2.06,9789,8.31,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1.0,6600,6.38,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.3,709,4.29,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.01,6271,6.49,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.26,618,4.11,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.52,1673,5.26,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.7,2591,5.56,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.03,6751,6.48,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.31,680,4.32,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.33,868,4.47,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1.5,7459,7.23,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.42,728,4.83,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1.01,5206,6.39,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.37,791,4.62,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.65,12686,7.55,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0.31,537,4.49,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.08,5756,6.61,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.15,5935,6.66,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.34,626,4.4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1.3,5269,6.9,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.76,2873,5.8,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1.01,7198,6.43,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1.05,5951,6.5,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.76,2326,5.69,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.7,2362,5.66,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.4,1038,4.73,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.55,1639,5.26,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1.03,3749,6.47,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.29,6097,6.99,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.31,583,4.31,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.4,882,4.69,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.41,775,4.79,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0.33,579,4.42,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2.51,16278,8.83,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0.3,636,4.31,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.71,2858,5.89,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.22,6062,6.84,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.9,4191,6.19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.21,9779,6.88,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.5,1565,5.03,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.64,1292,5.43,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
